,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
0,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-10-07,0.0
1,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-10-14,0.0
2,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-10-21,0.0
3,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-10-28,0.0
4,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-11-04,0.0
5,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-11-11,0.0
6,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-11-18,0.004699999932199717
7,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-11-25,0.02669999934732914
8,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-12-02,0.08399999886751175
9,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-12-09,0.14190000295639038
10,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-12-16,0.1946999877691269
11,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-12-23,0.17090000212192535
12,2023-10-07,peak week inc flu hosp,,,US,pmf,2023-12-30,0.13840000331401825
13,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-01-06,0.10279999673366547
14,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-01-13,0.06340000033378601
15,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-01-20,0.03879999741911888
16,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-01-27,0.01730000041425228
17,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-02-03,0.010300000198185444
18,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-02-10,0.004100000020116568
19,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-02-17,0.0013000000035390258
20,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-02-24,0.00039999998989515007
21,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-03-02,0.00029999998514540493
22,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-03-09,0.0
23,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-03-16,0.0
24,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-03-23,0.0
25,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-03-30,0.0
26,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-04-06,0.0
27,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-04-13,0.0
28,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-04-20,0.0
29,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-04-27,0.0
30,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-05-04,0.0
31,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-05-11,0.0
32,2023-10-07,peak week inc flu hosp,,,US,pmf,2024-05-18,0.0
